IN,OUT,Initial soc,cap
42,93,41.12,60
21,66,10.12,60
28,64,13.29,60
23,73,50.41,60
40,63,43.56,60
31,78,25.96,60
36,94,41.34,60
27,63,42.3,60
27,65,29.86,60
29,94,14.21,60
45,64,26.93,60
22,31,43.68,60
42,53,33.71,60
32,69,14.23,60
63,87,35.41,60
28,79,26.79,60
32,39,29.95,60
34,90,42.23,60
35,53,11.48,60
19,78,34.58,60
30,78,27.22,60
25,68,41.58,60
50,66,26.98,60
43,52,17.84,60
38,62,23.76,60
32,77,21.1,60
30,70,32.51,60
44,70,55.42,60
50,81,25.62,60
41,58,39.88,60
32,90,26.46,60
39,78,47.92,60
44,61,26.31,60
41,49,54.86,60
26,74,5.55,60
34,46,34.26,60
32,88,29.5,60
33,85,38.36,60
33,45,36.16,60
24,73,10.79,60
38,47,41.97,60
40,59,22.67,60
32,93,52.34,60
36,59,50.29,60
29,68,43.66,60
28,69,18.48,60
40,55,8.24,60
31,65,36.15,60
35,50,26.26,60
40,88,25.14,60
64,95,46.13,60
41,59,32.28,60
40,49,58.25,60
62,81,35.93,60
39,58,41.64,60
22,65,34.3,60
41,67,44.64,60
43,74,53.92,60
30,70,28.54,60
38,68,59.04,60
27,67,31.86,60
44,88,43.57,60
66,84,53.85,60
36,64,22.9,60
50,76,41.01,60
31,64,18.83,60
38,45,30.18,60
32,80,49.76,60
41,70,13,60
40,44,40.56,60
35,81,44.01,60
24,64,46.01,60
43,91,5.46,60
26,50,56.56,60
26,83,53.14,60
46,58,13.86,60
33,76,49.92,60
40,87,56,60
29,53,53.71,60
36,81,37.8,60
38,60,20.77,60
82,92,49.7,60
35,77,37.99,60
28,71,31.91,60
31,64,16.83,60
40,91,46.95,60
30,59,47.99,60
26,68,5.69,60
36,76,54.85,60
28,58,37.18,60
60,84,45.06,60
28,61,43.38,60
30,77,22.8,60
38,89,45.05,60
35,56,38.32,60
33,65,14.27,60
19,72,23.01,60
24,64,29.62,60
26,70,29.74,60
46,61,45.92,60
24,74,26.17,60
28,82,21.16,60
54,62,23.65,60
40,80,31.96,60
36,45,15.44,60
56,60,53.5,60
38,57,21.01,60
30,69,24.21,60
25,84,11.1,60
50,93,13.5,60
31,81,53.43,60
32,88,20.18,60
48,55,53.76,60
30,74,30.84,60
35,62,39.5,60
41,49,57.55,60
30,84,13.08,60
48,80,33.35,60
31,70,37.29,60
28,70,41.78,60
46,69,43.04,60
20,70,32.69,60
37,81,32.14,60
41,87,47.59,60
20,73,32.73,60
41,78,19.18,60
22,68,18.52,60
28,71,44.78,60
31,64,28.57,60
29,69,44.59,60
29,67,51.84,60
39,60,27.62,60
35,70,18.95,60
22,63,14.72,60
24,54,56.02,60
48,70,45.51,60
24,71,30.53,60
25,81,20.28,60
31,70,36,60
44,64,9.55,60
30,69,42.47,60
31,91,32.11,60
28,71,44.49,60
38,68,17.55,60
34,85,41.66,60
26,72,46.6,60
33,59,37.54,60
70,77,32.07,60
31,90,13.47,60
30,80,51.08,60
28,65,59.35,60
42,58,31.96,60
30,75,52.03,60
44,83,30.28,60
60,70,31.3,60
32,77,30.72,60
44,63,32.34,60
27,66,19.93,60
32,55,19.67,60
46,72,33.35,60
32,72,47.6,60
32,70,55.71,60
66,82,37.58,60
52,95,20.18,60
34,78,32.1,60
28,74,27.53,60
25,75,15.3,60
22,64,36.59,60
23,78,55.79,60
68,89,42.71,60
25,85,25.27,60
45,63,27.72,60
52,60,56.62,60
39,90,14.15,60
25,70,33.96,60
30,62,25.03,60
33,65,15.13,60
53,56,51.4,60
39,69,43.72,60
18,72,12.09,60
26,68,44.8,60
50,66,37.91,60
64,80,22.46,60
30,83,20.16,60
34,62,23.27,60
50,68,23.33,60
24,75,44.58,60
41,71,22.15,60
59,69,49.97,60
68,76,21.59,60
60,76,49.92,60
45,57,25.57,60
27,61,25.6,60
33,68,42.76,60
26,48,37.92,60
31,58,43.59,60
33,71,13.97,60
33,88,39.85,60
28,67,35.57,60
28,70,27.19,60
20,77,24.44,60
42,90,46.1,60
23,65,25.34,60
34,47,11.54,60
25,75,34.18,60
27,79,37.84,60
41,85,12.83,60
30,73,34.04,60
24,79,1.47,60
54,74,11.46,60
32,43,17.71,60
29,78,14.74,60
45,95,7.87,60
35,77,9.96,60
32,62,41.2,60
40,68,32.92,60
54,64,37.5,60
34,87,21.29,60
30,64,6.15,60
48,66,12.84,60
36,53,39.4,60
38,71,45.74,60
59,67,52.92,60
52,75,25.86,60
33,51,41.46,60
33,72,42.77,60
29,80,57.86,60
30,64,48.25,60
25,66,50.29,60
22,81,13.16,60
37,85,23.2,60
36,65,21.27,60
52,57,53.48,60
36,72,34.63,60
31,70,32.32,60
45,85,36.95,60
60,66,50.71,60
36,61,33.86,60
28,64,21.25,60
33,58,9.45,60
57,93,25.49,60
30,83,32.88,60
52,57,46.46,60
26,71,35.17,60
40,65,51.7,60
44,81,45.12,60
30,80,5.64,60
38,77,18.25,60
26,72,24.01,60
16,57,37.54,60
36,59,24.86,60
34,61,48.85,60
31,81,53.96,60
29,68,36.73,60
28,58,26.78,60
28,69,50.81,60
38,59,29.42,60
62,84,47.11,60
66,70,57.31,60
32,61,41.19,60
32,69,10.38,60
36,74,52.5,60
32,71,19.12,60
44,59,28.83,60
30,84,10.89,60
52,57,36.14,60
29,69,18.74,60
45,53,31.87,60
27,81,30.65,60
55,64,35.13,60
48,63,43.98,60
56,87,27.09,60
33,69,31.45,60
38,86,56.76,60
29,69,58.14,60
37,85,17.42,60
52,61,34.11,60
34,51,58.71,60
48,63,53.36,60
34,70,5.84,60
36,41,44.68,60
42,51,48.71,60
42,50,31.59,60
27,68,51.96,60
25,83,3.75,60
60,66,45.54,60
34,78,11.87,60
42,55,48.48,60
26,63,19.5,60
53,74,40.84,60
30,69,26.45,60
27,74,47.48,60
30,71,45.87,60
27,67,53.72,60
36,47,10.68,60
60,71,14.09,60
27,69,51.45,60
38,77,25.12,60
36,75,28.91,60
46,53,33.89,60
50,82,30.18,60
38,60,12.16,60
60,76,54.39,60
38,73,52.52,60
42,71,53.59,60
36,69,54.86,60
54,60,47.38,60
56,70,21.12,60
35,66,11.69,60
44,86,33.09,60
24,70,21.41,60
36,60,12.26,60
36,66,18.71,60
73,78,49.54,60
32,63,49.94,60
34,73,16.79,60
33,67,30.23,60
46,52,46.13,60
27,60,15.5,60
41,45,50.15,60
55,66,21.79,60
30,73,50.73,60
28,74,43.31,60
30,72,12.01,60
61,66,50.3,60
33,41,51.02,60
56,69,17.19,60
49,53,41.38,60
41,78,43.48,60
24,44,59.63,60
34,70,55.04,60
32,64,22.93,60
29,95,37.01,60
41,66,0.82,60
36,53,35.78,60
26,74,20.26,60
37,80,40.79,60
28,76,10.26,60
33,73,35.05,60
62,66,53.61,60
34,47,11.29,60
30,68,46.61,60
45,50,42.12,60
41,84,10.72,60
25,71,23.63,60
36,70,45.03,60
30,60,11.66,60
42,53,47.72,60
75,88,52.73,60
27,71,11.87,60
31,77,10.73,60
23,68,51.17,60
28,71,29.31,60
44,58,22.83,60
31,80,40.3,60
72,81,33.91,60
26,79,4.8,60
36,62,54.77,60
66,80,42.62,60
40,53,42.72,60
20,64,30.58,60
33,63,49.62,60
17,91,57.16,60
34,63,33.94,60
27,71,41.01,60
56,66,51.84,60
31,61,11.46,60
34,46,26.27,60
34,58,9.41,60
46,70,29.22,60
30,86,11.9,60
32,54,49.87,60
59,73,50.11,60
34,69,29.3,60
60,87,54.76,60
30,87,24.41,60
33,63,38.13,60
39,71,37.03,60
37,78,16.56,60
31,54,36.72,60
57,87,55.52,60
31,77,36.8,60
36,84,7.61,60
53,56,51.46,60
58,92,15.98,60
1,51,16.79,60
29,88,21.93,60
42,55,52.12,60
32,69,20.41,60
56,72,23.29,60
26,65,9.93,60
34,39,56.19,60
30,70,49.05,60
34,77,14.62,60
35,67,46.7,60
25,69,44.9,60
56,83,21.52,60
27,69,23.03,60
67,82,44.25,60
29,64,32.09,60
35,65,15.33,60
40,66,55.29,60
25,72,43.65,60
40,74,20.73,60
40,51,56.94,60
37,39,57.49,60
27,64,40.2,60
20,80,19.53,60
29,73,51.56,60
31,95,13.01,60
55,75,14.78,60
33,69,49.08,60
58,73,40.03,60
25,56,31.94,60
43,52,16.86,60
35,67,12.97,60
52,56,49.59,60
28,46,36.68,60
40,82,32.55,60
31,62,45.42,60
46,63,33.37,60
28,89,47.51,60
30,64,51.78,60
23,68,34.88,60
29,61,15.09,60
32,44,54.77,60
47,76,15.56,60
26,81,17.07,60
30,62,11.04,60
47,55,48.12,60
35,74,49.05,60
40,74,26.56,60
22,55,24.64,60
36,79,34.13,60
34,77,32.61,60
33,54,46.41,60
36,89,22.94,60
30,70,44.24,60
53,70,19.94,60
22,69,13.17,60
34,72,43.53,60
30,71,41.3,60
30,85,23.55,60
23,79,7.58,60
32,74,46.55,60
21,32,39.04,60
22,83,30.14,60
68,74,51.61,60
28,65,57.72,60
58,88,40.47,60
32,72,38.89,60
29,77,57.44,60
34,70,39.01,60
30,70,37.52,60
26,72,53.77,60
44,77,23.09,60
27,38,46.32,60
46,75,32.53,60
34,62,45.65,60
30,61,51.55,60
31,66,36.04,60
27,70,49.39,60
46,56,21.61,60
38,61,26.09,60
40,76,40.8,60
20,77,21.03,60
23,82,21.76,60
24,78,17.89,60
18,64,3.11,60
64,84,12.33,60
28,79,13.74,60
36,76,30.01,60
40,45,52.05,60
26,67,40.37,60
21,76,15.04,60
36,73,12.08,60
29,71,28.18,60
34,84,13.83,60
38,95,30.22,60
33,73,31.87,60
32,67,23.05,60
47,70,6.83,60
32,71,36.65,60
30,70,28.76,60
33,80,20.77,60
23,69,53.77,60
29,80,10.83,60
29,70,25.13,60
31,65,30.36,60
29,72,51.44,60
34,80,13.27,60
38,78,32.51,60
49,69,49.08,60
53,71,28.18,60
67,70,50.15,60
40,65,22.55,60
40,66,49.87,60
28,72,2.98,60
40,81,33.35,60
26,72,19.56,60
36,58,49.73,60
33,74,24.24,60
37,66,29.36,60
29,72,48.22,60
33,68,16.66,60
23,89,29.53,60
34,75,17.93,60
27,68,43.14,60
22,79,11.78,60
31,60,15.13,60
43,84,43.83,60
31,62,46.31,60
26,75,29.47,60
27,63,12.84,60
52,90,18.63,60
39,64,38.35,60
30,57,12.58,60
22,74,39.38,60
36,43,28.5,60
38,74,18.59,60
48,64,23.49,60
18,64,40.07,60
36,79,40.57,60
38,79,31.36,60
34,77,42.45,60
59,67,36.84,60
40,81,49.89,60
36,68,35.71,60
30,73,13.49,60
31,68,23.02,60
40,88,33,60
29,66,12.92,60
40,81,42.28,60
38,71,36.32,60
37,58,33.79,60
19,75,56.21,60
32,56,28.87,60
36,73,54.22,60
53,64,13.89,60
34,55,7.98,60
32,70,24.04,60
24,92,37.05,60
26,65,41.65,60
31,62,33.9,60
32,75,29.86,60
29,76,43.85,60
34,40,44.71,60
50,64,6.82,60
66,80,50,60
35,74,22.11,60
48,81,43.65,60
76,83,42.21,60
34,44,29.13,60
40,79,11.92,60
30,65,45.44,60
34,67,16.77,60
62,68,42.37,60
37,68,47.73,60
27,67,11.29,60
34,88,41.2,60
21,66,14.39,60
35,68,14.79,60
24,64,13.28,60
50,70,20.57,60
30,70,22.2,60
35,85,16.85,60
34,74,19.15,60
44,69,33.63,60
41,80,54.58,60
36,74,39.85,60
56,62,43.11,60
39,63,31.23,60
22,72,51.11,60
30,72,23.07,60
36,58,30.31,60
23,84,35.16,60
48,70,40.29,60
34,73,27.49,60
32,43,49.31,60
48,55,50.37,60
32,78,14.96,60
39,68,17.05,60
30,64,50.14,60
27,80,27.29,60
25,71,7.74,60
39,70,33.85,60
18,73,32.23,60
44,63,53.45,60
31,66,48.48,60
26,75,16.19,60
74,88,51.58,60
29,67,29.96,60
34,74,29.81,60
27,62,16.36,60
18,74,36.12,60
47,68,15.54,60
28,61,33.63,60
36,64,35.64,60
33,50,27.48,60
28,70,23.97,60
38,69,47.49,60
30,68,34.26,60
47,87,19.05,60
44,60,18.77,60
35,85,51.33,60
34,55,18.46,60
40,66,56.62,60
40,92,13.76,60
35,54,18.68,60
34,94,45.29,60
32,78,21.26,60
46,70,18.22,60
24,52,25.66,60
69,80,22.42,60
45,67,44.85,60
36,74,54.23,60
36,76,39.35,60
34,69,17,60
30,64,29.12,60
36,79,45.86,60
26,71,49.7,60
30,62,28.6,60
32,73,34.55,60
48,63,30.81,60
30,78,33.17,60
30,71,49.3,60
48,92,29.69,60
34,62,52.34,60
26,78,42.06,60
21,70,36.87,60
31,45,16.89,60
37,48,53.24,60
33,69,39.23,60
26,71,11.26,60
29,35,45.42,60
28,76,31.39,60
52,60,27.5,60
26,70,34,60
21,67,26.14,60
32,77,46.97,60
37,70,9.85,60
25,67,50.37,60
35,64,41.03,60
46,65,29.92,60
26,68,46.95,60
34,64,47.08,60
53,78,12.1,60
32,70,25.92,60
34,70,44.72,60
75,84,28.32,60
34,75,14.68,60
28,74,38,60
54,62,50.28,60
45,64,10.55,60
26,71,24.56,60
34,64,52.69,60
35,44,25.95,60
32,81,48.45,60
44,84,14.1,60
35,84,51.82,60
30,80,9.01,60
30,74,50.3,60
38,57,56.66,60
44,70,11.83,60
31,70,21.34,60
30,71,9.68,60
40,95,46.05,60
31,85,48.04,60
32,54,35.86,60
33,46,26.67,60
47,82,21.45,60
36,85,21.97,60
37,72,12.41,60
34,72,58.41,60
30,71,33.37,60
28,77,48.6,60
31,59,44.11,60
32,74,48.51,60
51,79,50.48,60
29,65,41.57,60
54,59,48.06,60
27,70,5.28,60
44,48,56.15,60
54,71,34.17,60
23,65,55.32,60
32,74,45.02,60
46,61,8.16,60
20,57,38.8,60
32,70,15.04,60
26,78,26.48,60
20,71,21.37,60
29,62,55.8,60
42,48,51.43,60
30,76,16.02,60
27,87,25.16,60
34,85,45.13,60
44,54,40.39,60
27,81,18.92,60
25,81,24.17,60
52,80,47.83,60
46,88,33.01,60
33,79,35.64,60
35,52,49.08,60
26,62,16.13,60
27,81,30.5,60
24,78,54.09,60
36,69,42.95,60
30,72,7.94,60
39,53,9.9,60
46,76,16.58,60
40,65,22.11,60
29,72,23.57,60
30,69,15.21,60
89,91,55.78,60
44,89,18,60
50,56,50.73,60
33,80,32.24,60
29,71,7.55,60
35,68,39.6,60
23,59,21.87,60
26,74,43.63,60
38,89,19.42,60
31,79,26.63,60
32,50,48.15,60
33,74,42.95,60
36,72,17.36,60
33,46,31.97,60
36,74,15.99,60
44,63,42.41,60
32,72,39.37,60
34,69,34.49,60
35,69,20.47,60
26,74,23.15,60
38,91,19.25,60
30,67,55.3,60
26,73,23.05,60
46,55,43.47,60
34,42,35.73,60
46,55,54.07,60
28,61,27.76,60
72,81,16.97,60
50,77,20.48,60
33,68,11.32,60
62,83,39.3,60
28,66,54.96,60
50,86,35.73,60
43,70,18.88,60
29,45,19.15,60
29,64,34.57,60
26,76,56.99,60
33,76,8.88,60
34,50,21.34,60
29,69,10.94,60
32,70,27.42,60
39,71,7.17,60
32,70,21.02,60
22,74,21.25,60
41,75,31.83,60
18,83,10.93,60
30,70,18.97,60
29,90,54.49,60
26,72,28.51,60
60,92,42.48,60
30,71,39.38,60
28,67,57.44,60
24,78,50.59,60
38,66,13.23,60
39,60,45.03,60
64,75,14.24,60
43,56,42.51,60
29,70,28.33,60
28,77,5.85,60
40,59,18.07,60
31,73,34.96,60
44,62,23.02,60
31,67,38.52,60
23,64,14.69,60
60,83,35.71,60
33,47,9.91,60
31,51,34.75,60
24,84,51.13,60
27,78,48.27,60
27,89,26.32,60
48,56,27.24,60
52,69,34.45,60
35,71,41.48,60
30,78,38.43,60
25,64,18.79,60
26,46,28.73,60
30,65,49.83,60
22,78,7.72,60
38,87,37.6,60
31,79,46.39,60
24,65,21.96,60
30,49,13.59,60
52,56,49.66,60
35,67,48.17,60
24,72,23.1,60
32,81,25.45,60
31,72,13.34,60
28,65,38.89,60
26,82,18.58,60
25,54,52.98,60
46,59,31.42,60
37,62,13.75,60
69,85,26.18,60
29,68,56.15,60
26,81,54.23,60
32,65,22.36,60
29,82,40.3,60
47,50,51.55,60
52,90,49.38,60
38,81,34.74,60
51,65,37.48,60
18,84,15.83,60
41,67,51.19,60
30,78,56.74,60
45,74,57.56,60
53,64,23.67,60
40,63,12.3,60
29,84,10.24,60
38,72,40.95,60
34,62,36.6,60
31,70,11.48,60
31,76,43.73,60
51,69,55.2,60
42,75,17.95,60
40,60,35,60
62,69,50.85,60
28,65,54.16,60
47,57,38.9,60
26,83,35.26,60
31,68,26.26,60
44,75,40.81,60
30,59,56.78,60
26,68,24.43,60
42,84,36.01,60
31,53,28.98,60
36,71,29.99,60
55,60,54.89,60
54,66,51.25,60
20,37,34.03,60
36,69,12.79,60
39,86,37.67,60
31,77,32.21,60
64,74,13.09,60
34,77,51.08,60
45,57,44.14,60
26,75,31.8,60
29,71,45.72,60
26,81,52.24,60
25,66,11.31,60
79,93,38.99,60
54,62,24.61,60
27,69,43.47,60
25,71,36.33,60
30,72,15.83,60
26,74,19.24,60
40,82,48.6,60
73,82,40.12,60
27,69,49.12,60
28,73,38.18,60
48,85,47.75,60
43,94,50.63,60
21,72,27.41,60
40,52,13.94,60
28,33,45.57,60
80,86,40.42,60
29,58,25.29,60
50,90,20.95,60
32,77,23.96,60
26,42,6.5,60
31,67,26.65,60
26,52,49.35,60
37,75,36.48,60
32,48,52.07,60
21,72,47.68,60
24,75,35.13,60
62,84,37.98,60
26,67,30.32,60
54,74,25.44,60
39,81,24.2,60
38,66,27.14,60
69,83,16.71,60
33,61,42.86,60
40,75,16.26,60
48,87,56.41,60
35,65,41.76,60
52,78,0.69,60
42,70,48.07,60
26,70,52.25,60
75,83,20.88,60
34,69,22.36,60
34,39,44.7,60
37,70,32.3,60
36,93,20.64,60
25,71,20.03,60
38,55,41.95,60
29,76,43.12,60
46,73,22.81,60
30,70,27.38,60
39,84,47.9,60
49,80,32.98,60
31,89,37.33,60
43,75,11.18,60
42,67,13.73,60
70,89,14.48,60
60,72,30.64,60
34,89,45.5,60
43,73,16.38,60
32,67,26.51,60
47,65,37.88,60
36,79,51.44,60
21,61,13.67,60
60,65,42.65,60
43,93,36.92,60
28,85,40.86,60
40,58,23.68,60
40,67,4.4,60
28,69,47.49,60
30,84,11.27,60
42,50,32.54,60
42,51,37.86,60
29,77,17.6,60
79,82,56.22,60
41,83,35.97,60
68,85,14.54,60
67,73,48.04,60
36,79,20.42,60
31,73,16.39,60
34,71,12.93,60
41,65,51.35,60
30,40,10.03,60
21,52,37.06,60
39,59,23.9,60
22,28,55,60
30,83,38.13,60
40,86,21.91,60
27,66,53.29,60
36,75,9.9,60
26,67,11.97,60
36,60,20.61,60
44,55,48.39,60
38,53,10.74,60
18,73,27.58,60
44,51,54.3,60
35,67,16.83,60
48,66,31.94,60
52,60,21.72,60
44,56,52.64,60
27,56,46.59,60
38,52,34.29,60
29,81,26.71,60
27,74,35.01,60
62,83,56.75,60
52,72,26.74,60
28,66,38.05,60
24,72,17.16,60
54,82,13.36,60
24,65,26.52,60
44,56,4.91,60
24,68,54.57,60
40,75,15.52,60
58,88,43.02,60
34,76,23.04,60
40,90,33.61,60
34,42,51.16,60
30,63,38.13,60
54,65,31.22,60
51,66,6.03,60
32,71,53.66,60
30,70,55.64,60
21,66,49.07,60
40,86,28.85,60
32,53,42.37,60
24,38,32.3,60
34,61,26.96,60
51,84,25.26,60
53,91,27.64,60
28,71,12.91,60
32,59,38.53,60
53,89,28.63,60
28,75,13.97,60
34,66,16.61,60
32,72,12.29,60
38,52,26.17,60
71,80,22.09,60
34,76,49.64,60
28,69,30.23,60
23,77,38.77,60
37,75,27.38,60
29,76,35.35,60
27,77,28.36,60
32,38,33.79,60
35,76,11.44,60
32,71,53.48,60
44,68,15.8,60
32,68,43.31,60
29,63,59.19,60
27,45,54.74,60
30,80,52.11,60
60,90,58.88,60
45,57,49.09,60
38,89,48.88,60
30,80,54.56,60
32,35,50.29,60
30,73,32.64,60
27,69,25.84,60
53,57,57.34,60
32,48,38.08,60
66,81,15.02,60
61,76,35.2,60
22,61,11.55,60
28,75,56.16,60
40,48,48.79,60
32,80,51.25,60
28,73,27.86,60
25,70,12.39,60
34,64,26.24,60
30,40,33.6,60
43,49,48.85,60
39,50,21.49,60
32,66,47.85,60
36,40,46.45,60
36,56,13.66,60
30,68,12.7,60
28,85,37.83,60
32,67,25.36,60
44,80,49.97,60
31,41,23.56,60
41,56,11.19,60
23,63,20.95,60
26,90,3.7,60
31,83,43.46,60
30,44,53.54,60
27,83,34.7,60
28,76,13.57,60
36,47,50.32,60
22,70,15.23,60
48,70,38.51,60
50,62,51.26,60
41,50,34.62,60
40,45,38.66,60
32,68,45.02,60
34,87,10.06,60
32,42,14.26,60
45,82,20.97,60
37,72,15.28,60
35,70,15.6,60
29,75,52.9,60
26,78,21.76,60
38,81,39.91,60
28,77,41.14,60
24,71,14.51,60
41,69,52.71,60
18,61,30.32,60
31,73,54.08,60
64,66,55.83,60
44,61,46.39,60
31,66,43.21,60
62,84,36.95,60
29,69,13.3,60
28,79,51.76,60
38,75,40.92,60
28,67,31.64,60
33,73,47.42,60
28,68,45.24,60
28,70,32.02,60
30,32,52.24,60
57,75,33.27,60
36,73,44.4,60
27,85,45.01,60
36,61,13.69,60
34,43,45.46,60
31,69,47.98,60
29,66,9.89,60
24,31,27.89,60
34,79,39.93,60
54,94,36.23,60
41,85,45.52,60
33,74,14.25,60
69,88,18.43,60
59,81,48.16,60
31,67,8.67,60
37,81,32.58,60
28,65,27.62,60
38,46,24.86,60
75,85,39.78,60
70,88,14.38,60
30,51,22.78,60
32,83,42.54,60
47,83,47.14,60
37,77,18.05,60
34,73,45.47,60
27,63,21.79,60
75,82,50.57,60
27,71,3.48,60
26,50,31.6,60
35,50,25.92,60
42,56,16.26,60
35,65,11.47,60
34,70,10.73,60
40,46,41.66,60
36,91,20.78,60
23,83,19.96,60
37,78,27.03,60
32,70,39.61,60
29,78,25.56,60
29,64,53.34,60
40,60,32.01,60
32,78,21.36,60
30,91,57.64,60
40,68,25.82,60
52,66,47.09,60
40,78,49.51,60
44,50,47.16,60
48,85,56.06,60
32,65,15.81,60
33,45,48.31,60
34,60,31.98,60
31,74,28.6,60
44,63,38.87,60
24,50,12.69,60
31,80,18.36,60
36,56,16.13,60
31,66,53.76,60
36,77,28.37,60
35,74,44.37,60
44,80,12.12,60
28,41,34.08,60
40,58,53.92,60
30,76,15.66,60
43,61,33.15,60
42,85,36.59,60
28,68,29.61,60
50,59,46.61,60
46,65,42.1,60
42,54,51.47,60
52,77,26.73,60
35,77,19.48,60
31,78,27.92,60
32,90,36.47,60
33,38,55.82,60
28,70,41.46,60
29,68,28.51,60
30,86,31.35,60
46,90,11.33,60
26,72,41.28,60
70,83,49.57,60
30,74,47.46,60
35,49,57.8,60
52,77,22.97,60
48,73,17.06,60
26,35,23.06,60
44,65,42.68,60
47,81,11.6,60
35,74,10.06,60
42,58,42.99,60
37,67,20.45,60
44,66,32.99,60
30,84,15.87,60
32,75,43.93,60
38,78,16.06,60
27,88,46.09,60
27,78,37.88,60
27,84,54.38,60
45,66,53.76,60
34,80,35.94,60
52,68,41.69,60
43,88,15.49,60
26,68,29.03,60
34,63,32.73,60
53,62,48.71,60
56,82,50.71,60
40,68,45.03,60
28,78,41.8,60
18,51,45.03,60
36,68,10.96,60
40,69,29.93,60
34,66,50.96,60
38,61,49.79,60
46,54,30.28,60
29,67,49.65,60
27,81,3.87,60
63,74,49.03,60
31,67,33.2,60
44,71,47.8,60
47,73,18.73,60
56,67,23.76,60
27,70,29.91,60
38,78,18.1,60
64,87,42.78,60
31,74,40.9,60
36,73,18.37,60
48,69,18.39,60
54,68,25.15,60
33,67,17.9,60
30,76,12.1,60
42,53,23.85,60
28,52,44.9,60
27,58,21.24,60
28,80,14.2,60
24,80,56.9,60
59,63,40.04,60
33,79,21.94,60
30,73,33.21,60
42,54,51.52,60
60,73,18.41,60
28,32,53.36,60
46,74,14.47,60
37,95,17.51,60
22,71,26.38,60
28,83,20.02,60
42,48,58.27,60
24,71,18.75,60
32,61,53.5,60
42,62,19,60
30,71,36.62,60
30,72,9.9,60
32,78,40.98,60
44,74,30.21,60
26,67,11.71,60
27,64,55.95,60
38,72,42.3,60
30,83,45.58,60
48,69,21.07,60
54,85,11.63,60
61,74,18.66,60
48,60,30.78,60
40,55,43.45,60
35,77,20.19,60
64,70,30.93,60
32,77,33.83,60
52,73,43.87,60
28,78,37.66,60
59,72,39.96,60
48,53,42.92,60
22,58,55.24,60
20,82,50.14,60
50,86,18.93,60
33,75,16.46,60
28,70,17.65,60
26,52,47.04,60
34,69,47.37,60
31,85,38.28,60
54,69,11.06,60
44,55,27.96,60
24,64,14.66,60
32,80,13.88,60
33,69,48.59,60
30,69,36.38,60
26,68,13.64,60
30,66,13.06,60
52,64,28.55,60
45,81,55.32,60
24,63,50.69,60
25,68,26.92,60
37,49,38.27,60
35,86,18.25,60
56,64,56.14,60
32,81,13.72,60
59,61,55.3,60
21,80,39.37,60
33,79,49.73,60
40,52,26.72,60
55,69,43.9,60
30,79,39.96,60
41,48,28.02,60
27,76,22.32,60
25,63,16.38,60
37,76,45.67,60
40,50,31.29,60
34,70,41.84,60
38,61,57.36,60
31,89,39.71,60
29,83,37.55,60
32,82,14.62,60
38,77,54.05,60
29,87,12.1,60
34,77,30.51,60
29,78,51.3,60
29,91,31.12,60
26,81,13.58,60
58,69,28.8,60
52,88,45.14,60
40,81,20.93,60
31,78,33.69,60
72,89,43.78,60
32,79,13.15,60
40,62,43.84,60
23,69,42.31,60
32,42,17.64,60
28,66,32.42,60
28,58,7.02,60
32,71,49.7,60
43,88,12.54,60
42,58,38.87,60
36,78,45.46,60
44,49,54.89,60
31,59,41.02,60
40,57,17.41,60
36,66,30.35,60
39,44,42.07,60
38,50,33.96,60
47,52,45.55,60
32,92,41.12,60
35,60,56.04,60
32,43,33.77,60
31,68,41.44,60
50,66,29.43,60
31,88,11.9,60
51,70,56.89,60
26,84,33.52,60
66,70,59.53,60
24,54,27.08,60
74,82,21.76,60
35,78,26.92,60
52,55,49.76,60
22,51,31.29,60
24,92,27.21,60
32,65,45.78,60
30,88,4.92,60
35,71,22.31,60
29,71,11.94,60
32,63,40.89,60
40,66,33.76,60
29,84,22.89,60
25,78,11.41,60
42,76,46.49,60
28,85,32.94,60
56,61,55.66,60
48,67,39.29,60
44,70,13.81,60
33,52,35.45,60
55,61,49.94,60
21,69,22.98,60
27,65,56.29,60
74,95,50.25,60
16,72,29.41,60
32,74,10.75,60
29,67,15.55,60
48,82,37.09,60
57,62,52.94,60
53,74,20.17,60
34,80,42.56,60
38,49,38.52,60
28,76,12.37,60
32,69,33.16,60
26,88,12.62,60
43,57,41.68,60
27,70,11.27,60
38,48,18.78,60
42,57,20.61,60
35,48,34.23,60
30,73,29.93,60
38,86,14.02,60
24,74,41.49,60
45,80,36.52,60
36,82,32.1,60
24,67,34.12,60
30,80,48.65,60
28,71,22.3,60
28,73,11.4,60
46,58,25.79,60
41,52,12.28,60
64,85,45.64,60
27,65,22.7,60
50,71,14.16,60
32,60,47.38,60
32,65,50.74,60
34,67,30.8,60
28,51,35.47,60
55,72,11.32,60
42,69,56.43,60
34,80,19.64,60
33,73,30.66,60
34,95,32.89,60
30,68,14.67,60
28,50,52.53,60
31,78,44.56,60
52,65,45.05,60
25,76,29.88,60
19,77,46.69,60
29,75,51.05,60
34,57,21.69,60
36,45,41.55,60
54,77,17.28,60
68,75,37.41,60
34,50,13.42,60
24,86,24.32,60
33,69,39.13,60
34,41,51.79,60
26,86,50.61,60
64,76,38.38,60
44,81,38.11,60
24,66,18.6,60
30,70,12.08,60
36,88,26.16,60
51,63,56.03,60
24,71,13.72,60
